AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
6709370,1062155,9938490,4092870,58650995,8216005,5635615,1561865,33040575,14547765,2332190,2221620,17930225,8340150,4258695,3899415,5803845,5819430,2152210,10040280,10958610,13580180,7854060,3836995,7846995,1347685,2571420,4019990,2145430,14048345,2952355,29619975,14407790,929180,15044465,5036800,6754575,19392885,1702885,6870195,1190195,8633250,42012605,4037450,1049780,12777015,11451405,2988215,7480755,670455
6665330,1058945,9852670,4045050,58398465,8145395,5614115,1556725,32885835,14475205,2320260,2198530,17846765,8278420,4223075,3860775,5742555,5798840,2133430,9992590,10912750,13528820,7771100,3810595,7807865,1335065,2541330,3991900,2142720,14000545,2941875,29461905,14350880,921580,14916455,5002360,6718845,19275615,1699475,6833215,1175615,8551690,41766835,3988270,1047290,12733165,11325765,2974635,7379855,658215
6670090,1055125,9843760,4044410,58332165,8127615,5615155,1556605,32875995,14459635,2320490,2198300,17836775,8277170,4221245,3858945,5734155,5800240,2134690,9984340,10922990,13527270,7771550,3806895,7808425,1333325,2535330,3986650,2142860,13998065,2941075,29415055,14334430,920410,14882615,5003140,6718425,19281285,1699475,6826235,1171825,8546250,41750065,3980790,1045900,12731065,11329905,2973285,7380525,657795
6646890,1048375,9828950,4000450,58271295,8110245,5595045,1556605,32556525,14444325,2310730,2193800,17793145,8264110,4179575,3856295,5719415,5785620,2132480,9944490,10913820,13499370,7749010,3796935,7790045,1330405,2530490,3979460,2136850,13960155,2931135,29373555,14294920,917270,14840585,4997810,6709145,19237385,1699195,6811805,1165325,8534160,41630855,3967560,1034570,12719695,11289235,2967115,7368275,654525
6639550,1044305,9821230,3994080,58118205,8109725,5591065,1556085,32512105,14380645,2299780,2183060,17782275,8243500,4176705,3855595,5691345,5785140,2128780,9939520,10905750,13491490,7734070,3793325,7784635,1324965,2520470,3977580,2136190,13932655,2924735,29305015,14279840,916750,14826445,4984710,6694915,19217945,1698635,6763165,1164985,8524090,41565675,3966340,1034570,12677255,11274675,2965315,7353295,653685
6639550,1044305,9821230,3993520,58117645,8109725,5591065,1556085,32511825,14380505,2300060,2182920,17782275,8243500,4176705,3855735,5691345,5784580,2128780,9939520,10905470,13491490,7734070,3792905,7784635,1324965,2520470,3977580,2136190,13932655,2924595,29304595,14279840,916750,14826445,4984710,6694915,19217665,1698635,6763165,1164985,8524090,41564975,3966340,1034570,12677255,11274535,2965175,7353155,653685
6639550,1043135,9821370,3993940,58124805,8109865,5591065,1556085,32512245,14380645,2300060,2183060,17782555,8243500,4176705,3855735,5691345,5785280,2128780,9939660,10906030,13486810,7734070,3793425,7784915,1324825,2520470,3977580,2136190,13932935,2924735,29305075,14278950,916750,14826725,4984710,6694915,19217985,1698635,6763165,1164985,8524090,41565815,3966340,1034570,12677255,11274675,2965315,7353295,653685
6601120,1034565,9801400,3987780,58025345,8094315,5579775,1555525,32434405,14355455,2294960,2178500,17751725,8224410,4148905,3850775,5681905,5757420,2124010,9904940,10890360,13463880,7698560,3776065,7776635,1318365,2512190,3963740,2132970,13902225,2914545,29239185,14235930,913920,14827185,4962170,6675905,19128845,1694595,6758475,1160085,8490700,41426665,3956410,1029940,12653555,11241945,2961575,7313615,653265
6589940,1032665,9778140,3975680,57988065,8082735,5575055,1550285,32358725,14327025,2293370,2169090,17726765,8196950,4137915,3820035,5667585,5716600,2116660,9883990,10870010,13388650,7688700,3768235,7762035,1310195,2503380,3959290,2129220,13859525,2912585,29137115,14207030,913500,14756015,4948360,6657075,19061995,1691975,6748995,1157815,8456840,41381005,3956790,1027460,12637845,11211425,2954885,7300995,648605
6561280,1027135,9768630,3968620,57879155,8072555,5566515,1545245,32157365,14243455,2287960,2165210,17705925,8176020,4130715,3810625,5639245,5680380,2110220,9871760,10858210,13347880,7668190,3759335,7746325,1308375,2487550,3956770,2121780,13836355,2905575,29067845,14172710,908810,14714495,4947240,6629495,18950365,1690575,6731465,1153025,8432790,41282485,3955660,1026200,12620335,11166975,2949425,7282405,645805
6547850,1025835,9756240,3961600,57810985,8070085,5561435,1530035,32090345,14203585,2279090,2153610,17699105,8172410,4128295,3805945,5628925,5654280,2108350,9829040,10847280,13330410,7655600,3749885,7736275,1303495,2485070,3942590,2121680,13790815,2856255,29008745,14107480,903630,14625415,4943730,6609605,18897905,1690575,6710885,1152345,8427610,41189645,3940890,1026000,12606295,11152175,2948155,7278275,644635
6545280,1025415,9752500,3956700,57639485,8061375,5546085,1529335,32054095,14170165,2277220,2148250,17690875,8157580,4127595,3805525,5621235,5625200,2108070,9827920,10839550,13321110,7644010,3743715,7736275,1302025,2485070,3941690,2121680,13767185,2853655,28917835,14071400,903210,14619605,4936710,6605255,18886695,1689735,6696225,1151925,8423210,41144335,3939290,1026000,12557955,11139215,2947735,7264575,644635
6545280,1025415,9752500,3956700,57642985,8085275,5546085,1529335,32054095,14170165,2277220,2148250,17690875,8157580,4127595,3805525,5621235,5624780,2108070,9827920,10841830,13321110,7644010,3743715,7736275,1302025,2485070,3941690,2121680,13767185,2853655,28925075,14071400,903210,14619605,4936710,6605255,18886695,1689735,6696225,1151925,8423210,41144335,3939290,1026000,12557955,11141515,2947735,7264575,644635
6545280,1025415,9752500,3956700,57624305,8085375,5546085,1529335,32054195,14170165,2277220,2148150,17690875,8157580,4127595,3805525,5621235,5624080,2108070,9827920,10850990,13321110,7644010,3742955,7736275,1302025,2484510,3941690,2121680,13767185,2853655,28928655,14071400,903210,14619605,4936710,6605255,18886495,1689735,6696225,1152025,8424550,41143165,3935930,1026000,12557955,11160515,2947735,7264575,644635
6525240,1024575,9711660,3925390,57390915,8069035,5522325,1529095,31909365,14134065,2267630,2137850,17585725,8096940,4121525,3792245,5595325,5562430,2102710,9779500,10778340,13275060,7608560,3722795,7706845,1299755,2474780,3912720,2108670,13695285,2841125,28797845,14009480,893910,14541975,4916860,6571075,18733375,1679515,6652745,1148885,8383170,40917795,3924720,1024900,12464015,11127085,2921075,7234595,636815
6503890,1015365,9677770,3911190,57110965,8048295,5514155,1518895,31781875,14080305,2262050,2127990,17439745,8052850,4105495,3776765,5566125,5530420,2093340,9758300,10762840,13235160,7584220,3697955,7685935,1292615,2465410,3899350,2090800,13662905,2830505,28723335,13948140,885320,14483075,4881900,6535515,18608175,1677175,6631735,1147565,8335170,40751385,3911210,1023730,12435035,11053045,2909335,7209215,634805
6485880,1006435,9655990,3887730,57200015,8021295,5492115,1515635,31717365,14040285,2258660,2114940,17410655,8019460,4051805,3714695,5537675,5489040,2086600,9727880,10735900,13193780,7566810,3683715,7679165,1285065,2459620,3868020,2082040,13712125,2825505,28626435,13909090,885120,14397795,4874370,6515585,18499295,1673585,6614685,1130105,8296750,40610525,3929460,1021230,12377655,11004405,2904675,7186715,629645
6447940,996695,9629670,3875800,56885435,8000105,5467975,1507635,31530295,13917805,2222650,2100270,17343405,7988390,4012015,3682785,5479855,5470210,2074450,9669780,10713980,13167470,7534350,3656895,7655185,1279385,2452250,3848000,2075770,13633795,2808445,28457035,13806400,871860,14362255,4857160,6451155,18433265,1666485,6575325,1121775,8254960,40466605,3914600,1014250,12325935,10918225,2895875,7143205,623185
6427570,994325,9605950,3869370,56585755,7948785,5454055,1507435,31395555,13903725,2219230,2091190,17337055,7967970,4009965,3680905,5472135,5454800,2070510,9658710,10685270,13155800,7522080,3647855,7614075,1278885,2449070,3844840,2075770,13465215,2806255,28189805,13789810,871860,14349595,4853300,6443075,18417345,1665025,6569085,1121475,8221680,40417915,3883720,1014250,12251145,10876965,2892585,7139395,622745
6427570,994325,9605950,3869370,56585755,7948785,5454055,1507435,31395555,13903725,2219230,2091190,17337055,7967970,4009965,3680905,5472135,5454800,2070510,9658710,10685270,13155800,7522080,3647855,7614075,1278885,2449070,3844840,2075770,13465215,2806255,28189805,13789810,871860,14349595,4853300,6443075,18417345,1665025,6569085,1121475,8221680,40417915,3883720,1014250,12251145,10876965,2892585,7139395,622745
6427570,993155,9605950,3869370,56591755,7948785,5454055,1507435,31395835,13903725,2219230,2091290,17337055,7967970,4009965,3680905,5472135,5448950,2070510,9658710,10686870,13155800,7522080,3646785,7614075,1278885,2449070,3844840,2075770,13465215,2806255,28189805,13789810,871860,14349595,4853300,6443075,18417345,1665025,6569085,1121475,8222180,40417915,3883820,1014250,12249975,10876965,2892585,7139395,622745
6388850,988195,9549970,3851970,56498335,7923665,5436235,1500985,31152245,13790365,2202660,2075120,17229105,7908610,3993215,3669295,5422615,5440340,2058530,9622770,10634070,13113390,7489670,3628315,7549235,1275375,2442850,3811940,2063870,13376565,2799285,28054055,13716300,870130,14274175,4831440,6387675,18342685,1657425,6525975,1116795,8128250,40165715,3852460,1010500,12160175,10807575,2870885,7101475,612885
6337120,985855,9515760,3815830,56338765,7939875,5424905,1499165,31015605,13737815,2184920,2073730,17191935,7881210,3978005,3643245,5387765,5421230,2055210,9602550,10618470,13094280,7475750,3620395,7509375,1270235,2417400,3793550,2058950,13396195,2781275,28122265,13608720,870030,14245345,4797140,6375555,18288375,1655665,6501575,1108605,8096780,39759275,3873180,1007850,12127425,10791715,2862495,7082245,607845
6299020,984485,9508120,3804380,56187025,7933315,5387595,1482145,30861735,13644345,2167660,2059860,17129125,7849680,3972115,3635255,5369505,5418470,2052590,9515110,10587460,13039900,7451770,3605275,7485535,1268795,2407180,3784610,2050680,13239115,2765525,27978685,13564620,865350,14194175,4794060,6346975,18196375,1648185,6454255,1106545,8063780,39293225,3860040,1006120,12059355,10752185,2856645,7070895,602635
6294340,980975,9504840,3785520,56160135,7930975,5385255,1482145,30861835,13636825,2161810,2059860,17119345,7843830,3972115,3634085,5357945,5417300,2052590,9512770,10579270,13032880,7444750,3593575,7484365,1268795,2402500,3784610,2048340,13235605,2765525,27865255,13561110,865350,14190665,4776510,6334105,18177655,1648185,6434505,1104205,8061440,39269685,3860040,1000270,11986815,10745165,2856645,7065045,602635
6294340,980975,9504840,3785520,56160135,7930975,5385255,1482145,30861835,13636825,2161810,2059860,17119345,7843830,3972115,3634085,5357945,5417300,2052590,9512770,10579270,13032880,7444750,3593575,7484365,1268795,2402500,3784610,2048340,13235465,2765525,27865255,13561110,865350,14190665,4776510,6334105,18177655,1648185,6434505,1104205,8061300,39269685,3860040,1000270,11986815,10745165,2856645,7065045,602635
6294340,980975,9504700,3785520,56160235,7930975,5385255,1482145,30861835,13636825,2161810,2059860,17118925,7843830,3972115,3634085,5357805,5417300,2052590,9512770,10579270,13032880,7444750,3593575,7484225,1268795,2402500,3784610,2048340,13235325,2765525,27865255,13561070,865350,14190525,4776510,6334105,18177515,1648185,6434505,1104205,8061440,39269545,3860040,1000270,11992915,10745165,2856645,7065045,602635
6294440,981175,9505440,3785620,56163215,7931375,5385355,1482145,30863035,13637925,2161910,2059860,17120465,7843930,3972415,3634285,5357075,5417300,2052590,9513070,10579470,13032980,7444850,3594175,7484565,1268895,2402700,3784610,2048340,13236105,2765525,27866755,13566510,865350,14191465,4777110,6334305,18178055,1648185,6434605,1104305,8061540,39269885,3860140,1000270,12019715,10745265,2857245,7065145,602635
6259550,974085,9466190,3777150,55795425,7901915,5369695,1472585,30646055,13519905,2157550,2045640,17010035,7790010,3953415,3619635,5308755,5391040,2040410,9480350,10547090,12971450,7403940,3541975,7440415,1266055,2392350,3753490,2044690,13136605,2749235,27746285,13501950,855590,14135335,4760250,6277165,18100875,1640545,6407445,1092605,7985020,39045675,3822260,996480,11948205,10687255,2835755,7043025,594275
6218000,963195,9424740,3759640,55588935,7874275,5358265,1466655,30540205,13447665,2146860,2039480,16954285,7724340,3944165,3600765,5260065,5393570,2039500,9460350,10527670,12951770,7356810,3509735,7402975,1260985,2383620,3738020,2036690,13132355,2735075,27631465,13431040,852850,14088925,4731970,6265365,18004925,1641345,6377565,1089005,7902690,38853955,3802480,996340,11902455,10635495,2703135,7015675,590695
6151970,957905,9374070,3751860,55399765,7847735,5342535,1461995,30429075,13297595,2137250,2027040,16917965,7708290,3942025,3585815,5225825,5388890,2028880,9414140,10496790,12917690,7334660,3507395,7338695,1256235,2368020,3725240,2028740,13091145,2724015,27518855,13316030,851680,14029975,4724010,6249385,17916445,1640305,6348075,1087405,7833300,38703765,3792870,993820,11873855,10584535,2632075,6990805,587255
6127400,933585,9336690,3733940,54948675,7830075,5305485,1457035,30261905,13206095,2107300,2019330,16779635,7671610,3863075,3569815,5195315,5387580,2027230,9322080,10462360,12871020,7310020,3495695,7319555,1254345,2351770,3709740,2026120,13072255,2699065,27434895,13273770,845400,13995685,4709150,6216825,17853915,1637175,6322035,1082595,7799390,38432925,3754840,983900,11823105,10534125,2561775,6955945,586155
6102130,930085,9328230,3727630,54835645,7821665,5299035,1455445,30191905,13169995,2102860,2000310,16742615,7651830,3861625,3569115,5186525,5375600,2026060,9306230,10443890,12860840,7290320,3493545,7312035,1241825,2350510,3708620,2024810,13033275,2690895,27285115,13180460,845260,13978195,4704850,6180935,17818045,1632545,6237295,1082595,7788450,38263505,3743030,982590,11739685,10522145,2522945,6944765,582835
6102830,930085,9328230,3727630,54835025,7821565,5298895,1455445,30191905,13169715,2102860,2000310,16742615,7651830,3861625,3569115,5186665,5375600,2026060,9306230,10443890,12860840,7290460,3492185,7312735,1241825,2350930,3708620,2024810,13033275,2690895,27285395,13180460,845260,13978195,4704850,6180935,17818045,1632545,6237995,1082595,7788450,38263505,3743030,982590,11739685,10522145,2522945,6945325,582835
6085890,929945,9316470,3717270,54790845,7815225,5288815,1453205,30122325,13149275,2101040,1992890,16725255,7642870,3855745,3562955,5174765,5364820,2025500,9284250,10439830,12851880,7286680,3480565,7303915,1241265,2346170,3702040,2022850,13027115,2683615,27270275,13159460,843860,13964565,4691830,6176735,17806425,1631985,6225815,1082175,7777010,38204045,3738970,982310,11717005,10513045,2486265,6937485,582275
6045390,927345,9281230,3679330,54679635,7781995,5278655,1451735,29980365,13100055,2097160,1988210,16672425,7615330,3814145,3550355,5155815,5355460,2019450,9266170,10413560,12796610,7264320,3460815,7274505,1234815,2343730,3682790,2020510,12982795,2673085,27208925,13120560,842490,13930215,4630890,6144565,17739485,1629045,6202555,1068205,7713270,37756285,3710490,980640,11684045,10485105,2478545,6929865,581105
5962240,917465,9235110,3651950,54444425,7714915,5257055,1437555,29685155,13014175,2087760,1979750,16599675,7552460,3800635,3526955,5100165,5270270,2013510,9232400,10392720,12757710,7198000,3416625,7205865,1226835,2326180,3657070,2005910,12904975,2659805,27060985,13018940,809590,13868155,4608540,6108825,17625235,1626285,6156435,1063185,7604160,37438085,3682980,979470,11597105,10406225,2416535,6888795,575455
5889060,898425,9163550,3578220,53846465,7604055,5227595,1422655,29353105,12807285,2062360,1965020,16458145,7506710,3780165,3507375,5042875,5207910,1998740,9167470,10329150,12622170,7160020,3373555,7120835,1215235,2294750,3605680,1992530,12795445,2619095,26838995,12933050,785280,13748215,4571250,6059845,17421485,1614135,6089625,1052405,7516050,36920965,3658550,972980,11509185,10287035,2308205,6844955,570845
5863220,895645,9131170,3555840,53702165,7582565,5204915,1420925,29257575,12743865,2057660,1932930,16415395,7469860,3777875,3503365,5029095,5138180,1996940,9154430,10319390,12609020,7150960,3341105,7112705,1212625,2291390,3590410,1990190,12774075,2600895,26621305,12922230,779120,13672235,4560330,6038845,17370885,1612785,6069605,1047165,7503270,36739015,3630450,971810,11472605,10258825,2233035,6840465,568995
5863220,895645,9131170,3555840,53702165,7582565,5204915,1420925,29257575,12743865,2057660,1932930,16415395,7469860,3777875,3503365,5029095,5138180,1996940,9154430,10319390,12609020,7150960,3341105,7112705,1212625,2291390,3590410,1990190,12774075,2600895,26621305,12922230,779120,13672235,4560330,6038845,17370885,1612785,6069605,1047165,7503270,36739015,3630450,971810,11472605,10258825,2233035,6840465,568995
5863220,895645,9131170,3555840,53702585,7582565,5204915,1420925,29257295,12744145,2057660,1933310,16415575,7469580,3777735,3503365,5029095,5138320,1996940,9154430,10319790,12609020,7150960,3341105,7112705,1212625,2291390,3590410,1990190,12773655,2600895,26621645,12922370,779120,13672195,4560470,6038845,17371025,1612785,6069745,1047165,7503410,36739435,3630450,971810,11472885,10258825,2233035,6840465,568995
5863360,895645,9131170,3555840,53702275,7582845,5204915,1420925,29244005,12744145,2057660,1933310,16415675,7469860,3777875,3503365,5029095,5138220,1996940,9154430,10319790,12608570,7151520,3340685,7112705,1212625,2289590,3590410,1990190,12774075,2600895,26621925,12922230,779120,13671435,4560470,6038845,17371305,1612785,6069885,1047165,7503410,36739015,3630450,971810,11472885,10258965,2233035,6830115,568995
5789070,895475,9065880,3504700,53543575,7536695,5182915,1419605,29011805,12665475,2056120,1885730,16310415,7435850,3765845,3486915,5014095,5046360,1993450,9134430,10294740,12567410,7124500,3293675,7069425,1201355,2281790,3562290,1981650,12741275,2579315,26544205,12855860,778670,13579095,4503390,6021365,17274885,1611605,6026235,1042485,7423850,36482235,3598340,971220,11416195,10201065,2194175,6789765,562085
5688310,891155,8995400,3439480,53231305,7463125,5145425,1407585,28614415,12523265,2049080,1848530,16115265,7365350,3747175,3431835,4970645,4964640,1978850,9086920,10252340,12515080,7058170,3214545,6994655,1178205,2260470,3516430,1973510,12619155,2562265,26345035,12733630,773360,13468045,4459010,5993865,17176635,1602225,5952345,1036225,7258440,36139245,3542740,970050,11316775,10119215,2153875,6706455,554855
5631430,887705,8925870,3422170,53025935,7423735,5126195,1395625,28424665,12366795,2037950,1841950,16018835,7324560,3740125,3414525,4936355,4898850,1973500,9033450,10214800,12458850,6988680,3167515,6933265,1172395,2249520,3494890,1962010,12555385,2554245,26193075,12668580,769990,13405495,4443720,5979865,17047365,1598045,5920805,1029915,7213610,35778825,3519230,967780,11271985,10068805,2144815,6680125,552055
5581220,885235,8901590,3374320,52722945,7415615,5105825,1382945,28233385,12313595,2029120,1831140,15935405,7308830,3708305,3403155,4925045,4862970,1971200,9024730,10193310,12344500,6944820,3148655,6908775,1169785,2244160,3487330,1956610,12509705,2537125,26036595,12648490,768360,13340785,4391280,5966315,16958855,1595075,5896135,1027815,7187620,35488695,3518080,960790,11235045,10004725,2142795,6658295,550145
5554810,882985,8881820,3348650,52593385,7408845,5084695,1381315,28156095,12292995,2029120,1819360,15906245,7285490,3702355,3391935,4910595,4819850,1961760,9014710,10173240,12324830,6900160,3114405,6895795,1165965,2241940,3477630,1950350,12481845,2521275,25853125,12617900,767100,13299465,4371800,5946255,16902585,1592245,5826975,1025035,7147290,35306415,3510600,960340,11158625,9994275,2088325,6631145,545675
5554810,882985,8881820,3348790,52593245,7408845,5084695,1381315,28156095,12292995,2029120,1819360,15906245,7285390,3702355,3391935,4910595,4819850,1961760,9014710,10173240,12324830,6900160,3114405,6895795,1165965,2241940,3477630,1950350,12481845,2521275,25853125,12617760,767100,13299465,4371800,5946255,16902445,1592245,5826975,1025035,7147290,35306135,3510600,960340,11158625,9994275,2088325,6631145,545675
5554810,882535,8868770,3348790,52591445,7408845,5083345,1381315,28155645,12292545,2029120,1817110,15906245,7285490,3701905,3391935,4910145,4819710,1961760,9014850,10173240,12324690,6900160,3114405,6895345,1165515,2241940,3477630,1950350,12481395,2520375,25853225,12618040,767100,13297215,4371800,5945805,16901545,1590895,5826975,1024135,7147290,35305205,3509700,960340,11158175,9993825,2088325,6620345,545675
5539910,882535,8859840,3301650,52354565,7400555,5076085,1372625,28055175,12268045,2027860,1809440,15881435,7266570,3689835,3388935,4894935,4804710,1960300,8993960,10166560,12305440,6892530,3082655,6887415,1163075,2235100,3460560,1943440,12433055,2513595,25793185,12575670,766960,13178055,4357510,5905705,16740845,1589435,5810915,1021695,7106450,35149375,3489820,959920,11122695,9955495,2055395,6609055,542455
5418340,875815,8795540,3266850,52038625,7359345,5053555,1364275,27644275,12126815,2020300,1793640,15731065,7208940,3670325,3360785,4850145,4721240,1953500,8947190,10158510,12266270,6840630,3040315,6797435,1156275,2224530,3417380,1937450,12341095,2509775,25664325,12471390,765470,13128605,4310100,5877955,16678835,1582745,5763525,1017985,6982740,34847795,3454840,957700,11060925,9919175,2048395,6559925,541105
5389260,874135,8747550,3234290,51879625,7343355,5039745,1359035,27495755,12071265,2015510,1782040,15685075,7189680,3665385,3339155,4819555,4667810,1945320,8920450,10141180,12228820,6826300,3021865,6765145,1150655,2217380,3408320,1932240,12302125,2507505,25577155,12428530,765470,13090805,4298000,5866265,16586075,1578205,5740585,1015515,6951050,34561825,3437120,955460,11028775,9892835,2040355,6539905,538665
5358370,874135,8735630,3204340,51692555,7333235,5026435,1355915,27255645,12038135,2012310,1781170,15661515,7169010,3638215,3335645,4811305,4622080,1944170,8910480,10120720,12204280,6808770,3009985,6749895,1150095,2209340,3403910,1931200,12282985,2492325,25544415,12410620,761820,13038145,4279110,5835175,16553715,1576465,5729095,1010095,6929720,34468615,3434620,955460,11010735,9873715,2026915,6519805,538245
5330000,872195,8724210,3198590,51612505,7332675,5009105,1355915,27152675,12024645,2008100,1779490,15648565,7160340,3635855,3333845,4797215,4599380,1943300,8902250,10107570,12199070,6792720,2996215,6736235,1147655,2209340,3396040,1930610,12271555,2487255,25460725,12394800,761540,13018955,4276020,5833235,16532505,1573885,5705855,1006495,6923570,34349655,3432400,955460,11001305,9859125,2025515,6513545,538245
5330000,872195,8724410,3198730,51613405,7332675,5009105,1355915,27152955,12024645,2008100,1779490,15648565,7160340,3635855,3333845,4797215,4599380,1943300,8902390,10107570,12198930,6792620,2996215,6736235,1147655,2209340,3396040,1930610,12271555,2487255,25460725,12394800,761540,13018955,4276020,5833235,16532365,1573885,5705855,1006495,6923570,34349515,3432260,955460,11001305,9859125,2025515,6513545,538245
5330000,872195,8724550,3198590,51613545,7332675,5009105,1355915,27152815,12024545,2008100,1779490,15648565,7160340,3635855,3333845,4797215,4599380,1943300,8902250,10107570,12198930,6792720,2996215,6736235,1147655,2209340,3396040,1930610,12271555,2487255,25460585,12394800,761540,13018955,4276020,5833235,16532365,1573885,5705855,1006495,6923570,34349515,3432400,955460,11001305,9858675,2025515,6502605,538245
5262690,870395,8685220,3134360,51463045,7309025,4988685,1352155,26750805,11964475,2004730,1776370,15571835,7123570,3618395,3315655,4781485,4511660,1936410,8864730,10064030,12133830,6775910,2928965,6684015,1144955,2198350,3355800,1929570,12211715,2476045,25353785,12315180,746100,12976775,4247800,5820125,16471155,1568545,5650395,1004165,6853330,34087745,3417600,953360,10935195,9827565,1993015,6457455,536255
5220840,867055,8629370,3102040,51293425,7280095,4968705,1345015,26569805,11872545,2000320,1763730,15498185,7077700,3608805,3260995,4736475,4456780,1932310,8840120,10049120,12104590,6754370,2905635,6627695,1141365,2191280,3337870,1922970,12161775,2466585,25264835,12241510,745230,12930265,4202590,5803575,16422615,1568405,5628335,998825,6791600,33790805,3391280,952910,10894115,9801115,1988545,6417605,533105
5201860,864075,8598140,3085940,51192395,7264845,4962765,1341515,26509645,11834555,1997660,1758680,15481285,7061470,3603555,3254825,4723475,4407230,1927270,8821030,10031010,12067890,6739110,2882705,6597935,1139065,2185810,3326460,1919470,12136315,2460065,25195845,12220900,745230,12899475,4197060,5791335,16357185,1566385,5613085,998685,6768780,33696655,3384110,951510,10865775,9770815,1979725,6412055,531645
5167970,861995,8586430,3064570,51110575,7263935,4947745,1340785,26378315,11805395,1994880,1754860,15459295,7047890,3598135,3249885,4713605,4383880,1925530,8803020,10017860,12051770,6729450,2870075,6572625,1137635,2182020,3317270,1919190,12122035,2454755,25175815,12206550,738540,12885945,4193220,5787945,16336275,1565685,5597805,997005,6753590,33637945,3382960,950640,10844565,9756085,1978745,6394825,531195
5159890,854805,8577780,3046510,51018395,7263485,4940555,1339435,26352985,11795685,1993060,1752500,15445035,7037140,3595355,3248875,4706145,4362920,1925110,8793230,10011300,12036590,6729030,2866005,6567235,1137635,2180670,3315390,1913200,12102615,2449545,25121865,12200380,738260,12858835,4192800,5784515,16304505,1565265,5588815,996865,6751740,33560945,3381610,950640,10839065,9740085,1977205,6393985,529845
5159890,854805,8577780,3046510,51018395,7263185,4940555,1339435,26352985,11795685,1993060,1752500,15445035,7037140,3595355,3248875,4706145,4362920,1925110,8793230,10011300,12036590,6729030,2866005,6567235,1137635,2180670,3315390,1913200,12102615,2449545,25121865,12200380,738260,12858835,4192800,5784515,16304505,1565265,5588815,996865,6751740,33560945,3381470,950640,10839065,9740085,1977205,6393985,529845
5159890,854805,8577780,3046510,51018395,7263485,4940555,1339435,26352985,11795685,1993060,1752500,15445035,7037140,3595355,3248875,4706145,4362920,1925110,8793230,10011300,12036590,6729030,2866005,6567235,1137635,2180670,3315390,1913200,12103035,2449685,25122005,12200520,738260,12858835,4192800,5784515,16304505,1565265,5588815,996865,6751740,33560945,3381470,950640,10839065,9739945,1977205,6393985,529845
5092510,853805,8540830,3004150,50903515,7241145,4933005,1338285,26157735,11697975,1991940,1744920,15338565,7014580,3581595,3227515,4691675,4310290,1921570,8778280,10001900,12004110,6717020,2825525,6531625,1134855,2172650,3307200,1907250,12085915,2439775,25076125,12157930,737360,12832545,4166840,5776905,16280305,1563865,5564995,994785,6697700,33347225,3365970,950500,10807525,9726185,1969255,6379715,528245
5050560,852605,8513250,2987360,50773665,7222705,4916785,1331395,25943365,11634805,1987840,1740250,15250505,6990700,3570925,3202695,4673255,4282040,1910840,8755500,9986060,11980240,6703780,2785775,6484475,1133925,2160160,3267970,1903060,12036755,2436655,24980615,12107370,733660,12796785,4143890,5770105,16248425,1558775,5524045,992885,6648000,33175225,3348710,949150,10782975,9704325,1966275,6362785,526895
5031270,851265,8446190,2968260,50661395,7201455,4900135,1321865,25876115,11575865,1984960,1737250,15179155,6973270,3564135,3194505,4640535,4247160,1902340,8728690,9964430,11942650,6688140,2779885,6452415,1130745,2154180,3261040,1893790,12003135,2428965,24861515,12049860,732860,12764915,4124420,5756625,16171685,1555325,5496605,990365,6628620,32980075,3337250,945020,10754595,9671755,1953655,6331365,525435
5015500,849465,8438340,2959090,50595215,7196575,4894665,1321445,25813915,11552615,1983960,1737050,15161095,6962340,3561905,3189165,4626975,4233870,1901020,8722380,9958230,11928460,6684570,2772655,6443075,1129855,2152230,3250070,1893790,11993505,2426405,24823865,12033060,730510,12754585,4123550,5755375,16160625,1553895,5487525,986315,6613450,32941555,3334880,944740,10745415,9663285,1951775,6326365,524295
5001210,848165,8426880,2955830,50532455,7194975,4879135,1319705,25779615,11536985,1976280,1735310,15140315,6945660,3556995,3181175,4619765,4226020,1900430,8713260,9952860,11915240,6675470,2767275,6430675,1129855,2150430,3245540,1892300,11977025,2424565,24795905,12017820,730510,12737775,4121080,5754065,16136585,1551905,5475805,985735,6608260,32896995,3333880,944740,10723565,9654805,1950795,6322915,524155
5001210,848165,8426880,2955730,50532255,7194975,4879135,1319705,25779615,11536985,1976280,1735310,15140315,6945660,3556995,3181175,4619765,4226020,1900430,8713260,9952860,11915240,6675470,2767275,6430675,1129855,2150430,3245540,1892300,11977025,2424565,24795805,12017820,730510,12737775,4121080,5754065,16136385,1551905,5475805,985735,6608260,32896995,3333880,944740,10723565,9654805,1950795,6322915,524155
5001210,848165,8426600,2954970,50530955,7194595,4878835,1319705,25778455,11536745,1976280,1735310,15139975,6945380,3556995,3181175,4619765,4225740,1900430,8713120,9952860,11915480,6675470,2767275,6430955,1129855,2150430,3245440,1892300,11976485,2424565,24795125,12017580,730510,12737775,4120740,5753825,16134605,1551765,5475705,985735,6607760,32896195,3333680,944740,10723465,9654005,1950795,6322395,524155
